ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
307,10038.0,callahan eye foundation hospital,101 sivley rd,empty,empty,birmingham,al,35233.0,jefferson,2565435200.0,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,empty,empty,al_pn-3b
308,10038.0,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233.0,jefferson,2565435200.0,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,empty,empty,al_pn-4
309,10038.0,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233.0,jefferson,2565435200.0,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,empty,empty,al_pn-5c
310,10038.0,huntsville hospital,1720 university blvd,empty,empty,birmingham,al,35233.0,jefferson,2565435200.0,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),ami-1,empty,al_pn-6
311,10038.0,callahan eye foundation hospital,101 sivley rd,empty,empty,birmingham,al,35233.0,jefferson,2565435200.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,pn-7,pneumonia patients assessed and given influenza vaccination,empty,empty,al_pn-7
312,10038.0,huntsville hospital,301 east 18th st,empty,empty,birmingham,al,35233.0,calhoun,2565435200.0,acute care hospitals,proprietary,yes,children s asthma care,hf-2,children who received systemic corticosteroid medication (oral and iv medication that reduces inflammation and controls symptoms) while hospitalized for asthma,100%,9 aptients,al_cac-2
313,10038.0,stringfellow memorial hospital,301 east 18th st,empty,empty,anniston,al,35233.0,calhoun,2565435200.0,acute care hospitals,proprietary,yes,a,hf-2,children and their caregivers who received a home management plan of care document while hospitalized for asthma,33%,9 patients,al_cac-3
314,10038.0,stringfellow memorial hospital,301 east 18th st,empty,empty,anniston,al,35233.0,calhoun,2565435200.0,acute care hospitals,proprietary,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,98%,81 patients,al_ami-1
315,10038.0,stringfellow memorial hospital,301 east 18th st,empty,empty,anniston,al,35233.0,calhoun,2565435200.0,acute care hospitals,proprietary,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,96%,73 patients,al_ami-2
316,10038.0,stringfellowmemorialhospital,301 east 18th st,empty,empty,anniston,al,35233.0,jefferson,2565435200.0,acute care hospitals,proprietary,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),93%,14 patients,al_ami-3
317,10038.0,stringfellow memorial hospital,301 east 18th st,empty,empty,anniston,al,35233.0,calhoun,2565435200.0,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,29 patients,al_ami-4
318,10038.0,stringfellow memorial hospital,301 east 18th st,empty,empty,annist###on,al,35233.0,calhoun,2565435200.0,acute care hospitals,proprietary,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,93%,67 patients,al_ami-5
319,10038.0,stringfellow memorial hospital,101 sivley rd,empty,empty,anniston,al,35233.0,jefferson,2565435200.0,acute care hospitals,proprietary,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,0%,1 patients,al_ami-7a
320,10038.0,stringfellow memorial hospital,301 east 18th st,empty,empty,anniston,al,35233.0,calhoun,2565435200.0,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,87%,15 patients,al_ami-8a
321,10038.0,stringfellow memorial hospital,301 east 18th st,empty,empty,anniston,al,35233.0,calhoun,2565435200.0,acute care hospitals,proprietary,yes,heart failure,hf-2,heart failure patients given discharge instructions,87%,142 patients,al_hf-1
322,10038.0,stringfellow memorial hospital,301 east 18th st,empty,empty,anniston,al,35233.0,calhoun,2565435200.0,acute care hospitals,proprietary,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,100%,157 patients,al_hf-2
323,10038.0,stringfellow memorial hospital,301 east 18th st,empty,empty,anniston,al,35233.0,calhoun,2565435200.0,acute care hospitals,proprietary,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),0%,49 patients,al_hf-3
324,10038.0,stringfellow memorial hospital,301 east 18th st,empty,empty,birmingham,al,35233.0,calhoun,2565435200.0,acute care hospitals,proprietary,yes,heart failure,hf-4,empty,100%,41 patients,al_hf-4
325,10038.0,stringfellow memorial hospital,301 east 18th st,empty,empty,anniston,al,35233.0,calhoun,2565435200.0,acute care hospitals,proprietary,yes,surgical infection prevention,pn-2,pneumonia patients assessed and given pneumococcal vaccination,97%,110 patients,al_pn-2
326,10038.0,huntsville hospital,301 east 18th st,empty,empty, blocker at d,al,35233.0,calhoun,2565435200.0,acute care hospitals,proprietary,yes,surgical infection prevention,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,100%,102 patients,al_pn-3b
327,10038.0,stringfellow memorial hospital,301 east 18th st,empty,empty,anniston,al,35233.0,calhoun,2565435200.0,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,83 aptients,al_pn-4
328,10038.0,stringfellow memorial hospital,301 east 18th st,empty,empty,anniston,al,35233.0,calhoun,2565435200.0,acute care hospitals,proprietary,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,97%,145 patients,al_pn-5c
329,10038.0,stringfellow memorial hospital,101 sivley rd,empty,empty,anniston,al,35233.0,calhoun,2565435200.0,acute care hospitals,proprietary,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),92%,99 patients,al_pn-6
330,10038.0,stringfellow memorial hospital,301 east 18th st,empty,empty,anniston,al,35233.0,calhoun,2565435200.0,acute care hospitals,proprietary,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,91%,87 patients,al_hf-4
331,10038.0,stringfellow memorial hospital,301 east 18th st,empty,empty,anniston,al,35233.0,calhoun,2565435200.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,83%,23 patients,al_scip-card-2
332,10038.0,flowers hospital,4370 west main street,empty,empty,birmingham,al,35233.0,houston,2565435200.0,acute care hospitals,proprietary,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,100%,ecpty,al_hf-2
333,10038.0,flowers hospital,101 sivley rd,empty,empty,dothan,al,35233.0,houston,2565435200.0,acute care hospitals,proprietary,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),244 patients,94 patients,al_hf-4
334,10038.0,flowers hospital,4370 west main street,empty,empty,birmingham,al,35233.0,houston,2565435200.0,acute care hospitals,proprietary,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,62 patients,al_hf-4
335,10038.0,flowers hospital,4370 west main street,empty,empty,dothan,al,35233.0,houston,2565435200.0,acute care hospitals,proprietary,yes,pneumonia,hf-2,pneumonia patients assessed and given pneumococcal vaccination,100%,166 patients,al_pn-2
336,10038.0,flowers hospital,4370 west main street,empty,empty,dothan,al,35233.0,jefferson,2565435200.0,acute care hospitals,proprietary,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,100%,152 patients,al_pn-3b
337,10038.0,flowers hospital,4370 west main street,empty,empty,dothan,al,35233.0,houston,2565435200.0,acute care hospitals,proprietary,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,77 patients,al_pn-4
338,10038.0,flowers hospital,4370 west main street,empty,empty,dothan,al,35233.0,houston,2565435200.0,acute care hospitals,proprietary,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,99%,146 patients,al_pn-5c
339,10038.0,flowers hospital,4370 west main street,empty,empty,dothan,al,35233.0,houston,2565435200.0,acute care hospitals,proprietary,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),99%,112 patients,al_pn-6
340,10038.0,flowers hospital,4370 west main street,empty,empty,dothan,al,35233.0,houston,2565435200.0,acute care hospitals,proprietary,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,99%,128 patients,al_pn-7
341,10038.0,flowers hospital,4370 west main street,empty,empty,dothan,al,35233.0,houston,2565435200.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,100%,147 patients,al_scip-card-2
342,10038.0,flowers hospital,4370 west main street,empty,empty,dothan,al,35233.0,houston,2565435200.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,100%,950 patients,al_scip-inf-1
343,10038.0,flowers hospital,4370 west main street,empty,empty,dothan,al,35233.0,houston,2565435200.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,100%,957 patients,al_scip-inf-2
344,10038.0,flowers hospital,4370 west main street,empty,empty,dothan,al,35233.0,houston,2565435200.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),99%,882 patients,al_scip-inf-3
345,10038.0,flowers hospital,4370 west main street,empty,empty,dothan,al,35233.0,jefferson,2565435200.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,98%,165 patients,al_scip-inf-4
346,10038.0,flowers hospital,4370 west main street,empty,empty,dothan,al,35233.0,houston,2565435200.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,1295 patients,al_hf-4
347,10038.0,flowers hospital,4370 west main street,empty,empty,dothan,n,35233.0,houston,2565435200.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,100%,497 patients,al_scip-vte-1
348,10038.0,flowers hospital,4370 west main street,empty,empty,dothan,al,35233.0,houston,2565435200.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,100%,0 patients,al_scip-vte-2
349,10038.0,st vincents hospital,810 st vincents drive,empty,empty,birmingham,al,35233.0,jefferson,2565435200.0,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,618 patients,j39 artients,al_ami-1
350,10038.0,st vincents hospital,810 st vincents drive,empty,empty,birmingham,al,35233.0,jefferson,2565435200.0,acute care hospitals,voluntary non-profit - other,yes,heart attack,hf-2,heart attack patients given aspirin at discharge,98%,260 patients,al_ami-2
