ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
618,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,97%,290 patients,al_ami-2
619,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),93%,72 patients,al_ami-3
620,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,yes,nan,ami-4,heart attack patients given smoking cessation advice/counseling,100%,122 patients,al_ami-4
621,nan,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,98%,281 patients,al_ami-5
622,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,nan,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
623,nan,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,85%,26 patients,al_ami-8a
624,10029.0,east alabama medical center and snf,nan,empty,empty,opelika,al,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,nan,heart failure,nan,heart failure patients given discharge instructions,nan,527 patients,al_hf-1
625,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,nan,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,nan,570 patients,al_hf-2
626,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),92%,272 patients,al_hf-3
627,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,36801.0,lee,nan,acute care hospitals,government - hospital district or authority,yes,nan,hf-4,heart failure patients given smoking cessation advice/counseling,nan,nan,al_hf-4
628,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,92%,114 patients,al_pn-2
629,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,yes,pneumonia,nan,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,91%,129 patients,al_pn-3b
630,10029.0,east alabama medical center and snf,nan,empty,empty,opelika,nan,nan,lee,3347493411.0,nan,government - hospital district or authority,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,59 patients,al_pn-4
631,10029.0,nan,2000 pepperell parkway,empty,empty,opelika,al,36801.0,lee,3347493411.0,nan,government - hospital district or authority,yes,nan,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96%,153 patients,al_pn-5c
632,10029.0,east alabama medical center and snf,nan,empty,empty,nan,al,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,yes,nan,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),97%,115 patients,al_pn-6
633,10029.0,east alabama medical center and snf,2000 pepperell parkway,nan,nan,opelika,al,36801.0,lee,3347493411.0,acute care hospitals,nan,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,88%,89 patients,al_pn-7
634,10029.0,east alabama medical center and snf,2000 pepperell parkway,nan,empty,opelika,al,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,nan,208 patients,al_scip-card-2
635,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,nan,opelika,al,nan,lee,3347493411.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,99%,1001 patients,al_scip-inf-1
636,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,nan,1016 patients,al_scip-inf-2
637,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),97%,962 patients,al_scip-inf-3
638,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,98%,241 patients,al_scip-inf-4
639,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,nan,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,1421 patients,al_scip-inf-6
640,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,nan,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,92%,473 patients,al_scip-vte-1
641,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,90%,473 patients,al_scip-vte-2
642,10032.0,wedowee hospital,nan,empty,empty,wedowee,al,36278.0,randolph,2563572111.0,acute care hospitals,government - local,no,heart attack,ami-1,heart attack patients given aspirin at arrival,50%,4 patients,al_ami-1
643,10032.0,wedowee hospital,209 north main street,empty,nan,wedowee,al,36278.0,randolph,2563572111.0,nan,government - local,no,nan,ami-2,heart attack patients given aspirin at discharge,67%,3 patients,al_ami-2
644,10032.0,wedowee hospital,209 north main street,nan,empty,wedowee,al,36278.0,randolph,2563572111.0,acute care hospitals,government - local,no,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),empty,0 patients,al_ami-3
645,10032.0,wedowee hospital,209 north main street,empty,empty,wedowee,al,36278.0,randolph,2563572111.0,acute care hospitals,government - local,no,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,empty,0 patients,al_ami-4
646,10032.0,wedowee hospital,209 north main street,empty,empty,wedowee,al,36278.0,randolph,2563572111.0,acute care hospitals,government - local,no,heart attack,ami-5,nan,67%,3 patients,al_ami-5
647,10032.0,wedowee hospital,209 north main street,empty,empty,wedowee,al,36278.0,randolph,2563572111.0,acute care hospitals,government - local,no,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
648,10032.0,wedowee hospital,nan,empty,empty,wedowee,al,36278.0,randolph,2563572111.0,acute care hospitals,government - local,no,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,empty,0 patients,al_ami-8a
649,10032.0,wedowee hospital,209 north main street,empty,nan,wedowee,al,36278.0,randolph,2563572111.0,acute care hospitals,government - local,no,nan,hf-1,heart failure patients given discharge instructions,0%,nan,al_hf-1
650,10032.0,wedowee hospital,209 north main street,empty,empty,wedowee,al,36278.0,randolph,2563572111.0,acute care hospitals,government - local,no,nan,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,38%,39 patients,al_hf-2
651,10032.0,wedowee hospital,209 north main street,empty,empty,wedowee,al,36278.0,randolph,2563572111.0,acute care hospitals,government - local,no,nan,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),25%,4 patients,al_hf-3
652,10032.0,wedowee hospital,209 north main street,empty,empty,wedowee,al,36278.0,randolph,2563572111.0,nan,government - local,no,heart failure,nan,heart failure patients given smoking cessation advice/counseling,100%,2 patients,al_hf-4
653,10032.0,wedowee hospital,209 north main street,empty,empty,wedowee,al,36278.0,randolph,2563572111.0,acute care hospitals,government - local,no,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,25%,28 patients,al_pn-2
654,10032.0,wedowee hospital,209 north main street,empty,empty,nan,al,36278.0,randolph,2563572111.0,acute care hospitals,government - local,nan,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,100%,14 patients,al_pn-3b
655,10032.0,wedowee hospital,209 north main street,empty,empty,nan,al,36278.0,randolph,2563572111.0,acute care hospitals,government - local,no,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,67%,nan,al_pn-4
656,10032.0,wedowee hospital,209 north main street,empty,empty,wedowee,al,36278.0,randolph,2563572111.0,nan,government - local,no,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,90%,30 patients,al_pn-5c
657,10032.0,nan,209 north main street,empty,empty,wedowee,nan,36278.0,randolph,2563572111.0,acute care hospitals,government - local,no,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),96%,23 patients,al_pn-6
658,10032.0,nan,209 north main street,empty,empty,nan,al,36278.0,randolph,2563572111.0,acute care hospitals,government - local,no,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,12%,16 patients,al_pn-7
659,10032.0,nan,209 north main street,empty,nan,wedowee,al,36278.0,randolph,2563572111.0,acute care hospitals,government - local,no,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,empty,empty,al_scip-card-2
660,10032.0,wedowee hospital,209 north main street,empty,empty,wedowee,al,36278.0,randolph,2563572111.0,acute care hospitals,nan,nan,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,empty,empty,al_scip-inf-1
661,10032.0,wedowee hospital,209 north main street,empty,empty,wedowee,al,36278.0,randolph,2563572111.0,acute care hospitals,government - local,no,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,empty,empty,al_scip-inf-2
662,10032.0,wedowee hospital,nan,empty,empty,wedowee,al,nan,randolph,2563572111.0,acute care hospitals,government - local,no,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),empty,empty,al_scip-inf-3
