tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
509,flightview,CO-4888-IAH-DAL,5:30 p.m.,,6:40 p.m.,
510,fnightview,UA-858-PVG-SFO,1:45 p.m.,1:32 p.m.,8:27 a.m.,5:34 p.m.
511,Ae-2525-DFW-MIA,UA-2704-DTW-PHX,,11:15 a.m.,1:40 p.m.,2:00 p.m.
512,fzightview,AA-3063-SLC-LAX,,8:39 p.m.,9:20 p.m.,9:20 p.m.
513,flightview,UA-2708-EWR-CLT,2:55 p.m.,2:55 p.m.,4:53 p.m.,4:44 p.m.
514,flightview,UA-62-IAH-EWR,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
515,,AA-1664-MIA-ATL,8:55 a.m.,9:16 a.m.,11:45 a.m.,11:56 a.m.
516,UA-2704-DTW-PHX,AA-3804-PHL-ORD,8:22 p.m.,2:44 p.m.,4:05 p.m.,3:43 p.m.
517,fiightview,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
518,gofox,AA-2525-DFW-MIA,7:15 a.m.,7:39 a.m.,11:35 a.m.,11:06 a.m.
519,flightview,AA-4277-CVG-JFK,12:10 p.m.,12:10 p.m.,2:15 p.m.,1:43 p.m.
520,AA-446-DFW-PHL,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
521,flightview,CO-1193-EWR-MCO,2:00 p.m.,8:52 a.m.,12:18 p.m.,12:09 p.m.
522,fmightview,AA-789-ORD-DEN,9:21 a.m.,1:19 p.m.,11:05 a.m.,3:13 p.m.
523,flightview,AA-415-BOS-ORD,8:35 a.m.,8:56 a.m.,10:40 a.m.,10:16 a.m.
524,flightview,AA-85-JFK-SFO,3:05 p.m.,3:36 p.m.,7:10 a.m.,3:33 p.m.
525,flightview,AA-3979-CVG-ORD,7:30 a.m.,8:04 a.m.,8:00 a.m.,8:06 a.m.
526,flightview,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
527,Uo-938-DEN-ORD,AA-3786-IAH-ORD,4:00 p.m.,4:12 p.m.,12:00 p.m.,6:15 p.m.
528,flightview,boston,,,2:25 p.m.,
529,flightview,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
530,flightview,CO-50-CLE-EWR,2:55 p.m.,3:31 p.m.,4:49 p.m.,5:26 p.m.
531,flightview,UA-3099-PHX-PHL,,11:55 a.m.,6:17 p.m.,5:38 p.m.
532,CO-1586-IAH-MCO,AA-4198-ORD-CLE,2:45 p.m.,10:54 a.m.,12:55 p.m.,12:50 p.m.
533,flightview,AA-404-MIA-MCO,6:45 a.m.,6:57 a.m.,7:45 a.m.,7:40 a.m.
534,flightview,CO-45-EWR-MIA,4:00 p.m.,3:58 p.m.,7:05 p.m.,6:36 p.m.
535,flightview,AA-3809-PHX-LAX,6:00 a.m.,6:10 a.m.,6:40 a.m.,6:19 a.m.
536,flightview,AA-59-JFK-SFO,7:10 a.m.,7:39 a.m.,10:45 a.m.,11:12 a.m.
537,flightview,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
538,flightstats,AA-3859-IAH-ORD,12:35 p.m.,7:16 a.m.,9:40 a.m.,9:32 a.m.
539,fvightstats,CO-1586-IAH-MCO,7:00 p.m.,7:14 p.m.,10:15 p.m.,10:29 p.m.
540,flightstats,AA-518-MIA-JFK,7:55 p.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.
541,flightstats,UA-397-JFK-SFO,6:15 p.m.,8:29 a.m.,11:55 a.m.,11:58 a.m.
542,gofox,UA-3925-IAD-ORF,8:41 a.m.,8:42 a.m.,9:54 a.m.,9:43 a.m.
543,,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
544,fjightstats,AA-4344-ORD-DTW,9:55 a.m.,12:13 p.m.,2:00 p.m.,2:10 p.m.
545,flylouisville,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
546,flightstats,UA-2830-MCO-CLT,3:27 p.m.,3:27 p.m.,5:05 p.m.,5:17 p.m.
547,,CO-58-DEN-IAH,11:25 a.m.,11:32 a.m.,2:50 p.m.,3:31 p.m.
548,flightstats,AA-204-LAX-MCO,7:23 a.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
549,flightstats,UA-414-LAX-SFO,12:15 a.m.,5:56 a.m.,7:23 a.m.,7:17 a.m.
550,flightstats,CO-1614-LAX-IAH,,12:41 a.m.,5:35 a.m.,5:26 a.m.
551,foightstats,UA-2726-FLL-PHL,4:00 p.m.,4:00 p.m.,6:46 p.m.,6:28 p.m.
552,AA-1165-JFK-MIA,CO-52-IAH-LAX,7:35 a.m.,7:29 a.m.,9:21 a.m.,9:14 a.m.
553,flightstats,CO-1090-BOS-IAH,9:45 a.m.,10:19 a.m.,1:16 p.m.,1:19 p.m.
554,flightstats,AA-3468-CVG-MIA,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
555,ffightstats,UA-3515-IAD-MSP,8:15 a.m.,8:12 a.m.,10:06 a.m.,9:56 a.m.
556,fsightstats,AA-484-DFW-MIA,4:15 p.m.,4:29 p.m.,7:55 p.m.,7:39 p.m.
557,flightstats,AA-616-DFW-DTW,9:05 a.m.,10:10 a.m.,12:35 p.m.,1:27 p.m.
558,,CO-62-IAH-EWR,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
559,flightstats,CO-63-EWR-IAH,5:25 p.m.,5:22 p.m.,8:22 p.m.,8:03 p.m.
560,flightstats,AA-446-DFW-PHL,11:50 a.m.,12:12 p.m.,11:55 p.m.,4:09 p.m.
561,flightstats,CO-1023-IAH-DEN,5:25 p.m.,11:56 a.m.,1:17 p.m.,1:14 p.m.
562,flylouisville,AA-466-IAH-MIA,6:00 a.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.
563,,UA-3050-PHX-CLT,11:05 a.m.,11:30 a.m.,4:57 p.m.,5:05 p.m.
564,flylouisville,CO-89-IAH-EWR,6:00 a.m.,6:02 a.m.,10:20 a.m.,10:27 a.m.
565,AA-415-BOS-ORD,CO-1088-CLE-IAH,8:40 a.m.,8:40 a.m.,10:54 a.m.,10:56 a.m.
566,AA-3-JFK-LAX,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
567,UA-6273-YYC-SFO,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
568,fpightstats,AA-3979-CVG-ORD,7:30 a.m.,8:04 a.m.,6:45 a.m.,11:01 a.m.
569,flightstats,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,10:40 a.m.,3:30 p.m.
570,UA-2830-MCO-CLT,AA-404-MIA-MCO,6:45 a.m.,6:57 a.m.,7:45 a.m.,7:40 a.m.
571,flightstats,,12:15 p.m.,12:41 p.m.,9:15 a.m.,2:50 p.m.
572,flightstats,UA-382-IAD-LAX,12:30 p.m.,12:35 p.m.,3:19 p.m.,3:21 p.m.
573,flightstats,UA-2945-PHL-CLT,12:00 a.m.,3:11 a.m.,1:45 p.m.,1:15 p.m.
574,,AA-2312-DFW-DTW,7:10 p.m.,8:25 p.m.,8:56 p.m.,9:52 p.m.
575,flightstats,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
576,AA-1664-MIA-ATL,AA-2050-ORD-MIA,2:35 p.m.,11:05 a.m.,9:15 a.m.,2:46 p.m.
577,,UA-248-PHX-ORD,,1:32 p.m.,5:15 p.m.,5:34 p.m.
578,feightstats,AA-4330-CVG-ORD,3:35 p.m.,3:36 p.m.,7:10 a.m.,3:33 p.m.
579,,AA-1434-DFW-MCO,,,10:35 a.m.,
580,flightstats,CO-1561-PHX-IAH,6:40 a.m.,8:00 a.m.,11:35 a.m.,11:32 a.m.
581,flightstats,AA-4307-ORD-DTW,6:45 p.m.,6:55 p.m.,9:10 p.m.,8:53 p.m.
582,flightstats,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.
583,,CO-1694-LAX-IAH,7:15 p.m.,7:15 p.m.,12:21 a.m.,12:21 a.m.
584,flightstats,UA-843-LAX-ORD,1:55 p.m.,2:10 p.m.,7:53 p.m.,7:58 p.m.
585,,CO-1193-EWR-MCO,9:15 a.m.,9:14 a.m.,12:18 p.m.,12:09 p.m.
586,flylouisville,AA-3842-MSP-ORD,6:00 a.m.,6:56 a.m.,7:30 a.m.,7:51 a.m.
587,flightstats,AA-643-MIA-ORD,7:10 a.m.,7:30 a.m.,9:35 a.m.,9:31 a.m.
588,,AA-1007-MIA-PHX,,5:08 p.m.,8:05 p.m.,7:55 p.m.
589,flightstats,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,11:35 a.m.,11:06 a.m.
590,flightstats,UA-2906-PHL-MCO,3:50 p.m.,4:28 p.m.,6:23 p.m.,6:38 p.m.
591,UA-858-PVG-SFO,UA-938-DEN-ORD,4:16 p.m.,4:15 p.m.,7:35 p.m.,7:36 p.m.
592,flightstats,AA-1221-MCO-ORD,6:15 p.m.,,,
593,flightstats,CO-16-LAX-EWR,,10:20 a.m.,6:44 p.m.,6:34 p.m.
594,flightstats,UA-2515-DFW-CLT,7:05 a.m.,,10:31 a.m.,
595,flightstats,AA-400-DFW-JFK,8:00 a.m.,11:01 a.m.,2:59 p.m.,3:04 p.m.
596,flightstats,UA-664-ORD-PHL,1:33 p.m.,1:31 p.m.,4:31 p.m.,4:23 p.m.
597,flightstats,UA-37-EWR-MCO,1:29 p.m.,1:48 p.m.,4:17 p.m.,4:17 p.m.
598,CO-62-IAH-EWR,AA-1522-SFO-ORD,3:50 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
599,flightstats,UA-233-LAX-JFK,4:25 p.m.,4:25 p.m.,10:39 a.m.,12:29 a.m.
600,frightstats,AA-3823-LAX-DEN,,9:00 p.m.,12:15 a.m.,12:15 a.m.
601,flightstats,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,11:50 p.m.,11:50 p.m.
602,,,,2:55 p.m.,5:00 p.m.,4:47 p.m.
603,,AA-2268-PHX-ORD,6:59 a.m.,7:22 a.m.,11:35 a.m.,11:06 a.m.
604,flightstats,AA-431-MIA-SFO,8:35 a.m.,8:51 a.m.,11:50 a.m.,11:44 a.m.
605,AA-404-MIA-MCO,UA-257-JFK-SFO,2:30 p.m.,2:26 p.m.,6:15 p.m.,5:42 p.m.
606,UA-3050-PHX-CLT,UA-3373-IAD-PHL,9:43 a.m.,8:26 a.m.,9:24 a.m.,9:13 a.m.
607,flightstats,CO-1250-MIA-IAH,2:53 p.m.,3:01 p.m.,4:48 p.m.,4:59 p.m.
608,fnightstats,UA-828-SFO-ORD,,11:08 p.m.,5:11 a.m.,5:11 a.m.
609,UA-3099-PHX-PHL,CO-4888-IAH-DAL,5:30 p.m.,5:30 p.m.,12:30 p.m.,6:40 p.m.
610,CO-62-IAH-EWR,UA-2704-DTW-PHX,6:46 p.m.,11:15 a.m.,1:40 p.m.,2:00 p.m.
611,flightstats,AA-3063-SLC-LAX,,8:39 p.m.,9:20 p.m.,9:20 p.m.
612,AA-1886-BOS-MIA,UA-2708-EWR-CLT,4:31 p.m.,2:55 p.m.,4:53 p.m.,4:44 p.m.
613,flightstats,UA-62-IAH-EWR,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
614,flightstats,AA-3804-PHL-ORD,,2:44 p.m.,4:05 p.m.,3:43 p.m.
615,flightstats,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
616,fdightstats,AA-2268-PHX-ORD,7:15 a.m.,7:39 a.m.,11:35 a.m.,11:06 a.m.
617,fdightstats,AA-4277-CVG-JFK,6:55 a.m.,12:10 p.m.,2:15 p.m.,1:43 p.m.
618,flightstats,AA-789-ORD-DEN,1:05 p.m.,1:19 p.m.,11:05 a.m.,3:13 p.m.
619,flightstats,UA-854-SFO-IAH,3:50 p.m.,7:49 a.m.,1:39 p.m.,1:30 p.m.
620,AA-3063-SLC-LAX,AA-415-BOS-ORD,8:35 a.m.,8:56 a.m.,10:40 a.m.,10:16 a.m.
621,,AA-85-JFK-SFO,3:05 p.m.,3:36 p.m.,8:00 a.m.,6:43 p.m.
622,flightstats,AA-3786-IAH-ORD,2:15 p.m.,4:12 p.m.,12:00 p.m.,6:15 p.m.
623,flightstats,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
624,CO-1193-EWR-MCO,CO-50-CLE-EWR,2:55 p.m.,3:31 p.m.,4:49 p.m.,5:26 p.m.
625,flightstats,UA-3099-PHX-PHL,3:19 p.m.,11:55 a.m.,6:17 p.m.,5:38 p.m.
626,flightstats,AA-4198-ORD-CLE,10:40 a.m.,10:54 a.m.,12:55 p.m.,12:50 p.m.
627,,CO-45-EWR-MIA,4:00 p.m.,3:58 p.m.,7:05 p.m.,6:36 p.m.
628,flightstats,AA-3809-PHX-LAX,7:03 p.m.,6:10 a.m.,6:40 a.m.,6:19 a.m.
629,,AA-59-JFK-SFO,7:10 a.m.,7:39 a.m.,7:35 a.m.,11:06 a.m.
630,,AA-3859-IAH-ORD,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:32 a.m.
631,,CO-1586-IAH-MCO,7:00 p.m.,7:14 p.m.,3:35 p.m.,10:29 p.m.
632,panynj,AA-518-MIA-JFK,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.
633,pynynj,UA-397-JFK-SFO,8:00 a.m.,8:29 a.m.,11:55 a.m.,11:58 a.m.
634,flylouisville,UA-3925-IAD-ORF,8:41 a.m.,8:42 a.m.,9:54 a.m.,9:43 a.m.
635,panynj,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
636,panynj,AA-3-JFK-LAX,12:00 p.m.,,3:15 p.m.,
637,panynj,AA-1917-JFK-MCO,3:27 p.m.,3:27 p.m.,7:35 a.m.,5:17 p.m.
638,panynj,CO-58-DEN-IAH,11:25 a.m.,11:32 a.m.,2:50 p.m.,3:31 p.m.
639,panynj,UA-5487-SFO-MRY,5:00 p.m.,10:33 a.m.,11:19 a.m.,11:21 a.m.
640,pgnynj,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
641,panynj,UA-414-LAX-SFO,6:00 a.m.,5:56 a.m.,7:23 a.m.,7:17 a.m.
642,panynj,CO-1614-LAX-IAH,12:30 a.m.,12:41 a.m.,5:35 a.m.,5:26 a.m.
643,panynj,UA-2726-FLL-PHL,4:00 p.m.,4:00 p.m.,6:46 p.m.,6:28 p.m.
644,panynj,CO-52-IAH-LAX,7:35 a.m.,7:29 a.m.,9:21 a.m.,9:14 a.m.
645,panynj,CO-1090-BOS-IAH,9:45 a.m.,10:19 a.m.,1:16 p.m.,1:19 p.m.
646,Ak-415-BOS-ORD,AA-616-DFW-DTW,9:05 a.m.,10:10 a.m.,12:35 p.m.,1:27 p.m.
647,panynj,UA-3515-IAD-MSP,8:15 a.m.,8:12 a.m.,10:06 a.m.,9:56 a.m.
648,punynj,AA-3468-CVG-MIA,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
649,Ai-4344-ORD-DTW,AA-484-DFW-MIA,4:15 p.m.,4:29 p.m.,7:55 p.m.,7:39 p.m.
650,panynj,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
651,UA-37-EDI-EWR,CO-62-IAH-EWR,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
652,pdnynj,CO-1561-PHX-IAH,8:05 a.m.,8:00 a.m.,11:35 a.m.,11:32 a.m.
653,,UA-2314-ATL-PHL,2:55 p.m.,2:55 p.m.,5:00 p.m.,4:47 p.m.
654,AA-518-MIA-JFK,AA-446-DFW-PHL,,12:12 p.m.,11:55 p.m.,4:09 p.m.
655,panynj,CO-1023-IAH-DEN,11:40 a.m.,11:56 a.m.,1:17 p.m.,1:14 p.m.
656,panynj,Az-466-IAH-MIA,,,9:20 a.m.,
657,pjnynj,foxbusiness,11:05 a.m.,,,
658,flylouisville,CO-89-IAH-EWR,6:00 a.m.,6:02 a.m.,3:27 p.m.,10:27 a.m.
659,panynj,CO-1088-CLE-IAH,8:40 a.m.,8:40 a.m.,10:54 a.m.,10:56 a.m.
660,panynj,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,11:45 a.m.,11:56 a.m.
661,panynj,AA-1279-DFW-PHX,1:00 p.m.,,,
662,pxnynj,UA-854-SFO-IAH,7:53 a.m.,7:49 a.m.,1:39 p.m.,1:30 p.m.
663,Cj-63-EWR-IAH,UA-382-IAD-LAX,12:30 p.m.,12:35 p.m.,3:19 p.m.,3:21 p.m.
664,panynj,AA-4344-ORD-DTW,9:55 a.m.,12:13 p.m.,2:00 p.m.,2:10 p.m.
665,,UA-257-JFK-SFO,2:30 p.m.,2:26 p.m.,6:15 p.m.,5:42 p.m.
666,Us-382-IAD-LAX,UA-2945-PHL-CLT,12:00 a.m.,3:11 a.m.,1:45 p.m.,1:15 p.m.
667,,CO-63-EWR-IAH,5:25 p.m.,5:22 p.m.,8:22 p.m.,8:03 p.m.
668,panynj,CO-47-IAH-LAX,7:10 p.m.,8:25 p.m.,7:15 a.m.,9:52 p.m.
669,psnynj,AA-2050-ORD-MIA,2:35 p.m.,11:05 a.m.,9:15 a.m.,2:46 p.m.
670,,UA-248-PHX-ORD,12:57 p.m.,1:32 p.m.,5:15 p.m.,5:34 p.m.
671,UA-2726-FLL-PHL,AA-4330-CVG-ORD,3:35 p.m.,3:36 p.m.,7:10 a.m.,3:33 p.m.
672,orbitz,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
673,panynj,AA-1640-MIA-MCO,1:40 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
674,ptnynj,AA-4307-ORD-DTW,6:45 p.m.,,,
675,panynj,CO-1694-LAX-IAH,7:15 p.m.,7:15 p.m.,11:05 a.m.,12:21 a.m.
676,panynj,UA-843-LAX-ORD,1:55 p.m.,2:10 p.m.,7:53 p.m.,7:58 p.m.
677,panynj,CO-1193-EWR-MCO,9:15 a.m.,9:14 a.m.,12:18 p.m.,12:09 p.m.
678,flylouisville,AA-3842-MSP-ORD,6:00 a.m.,6:56 a.m.,7:30 a.m.,7:51 a.m.
679,AA-616-DFW-DTW,AA-643-MIA-ORD,,7:30 a.m.,9:35 a.m.,9:31 a.m.
680,panynj,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
681,panynj,UA-2906-PHL-MCO,3:50 p.m.,4:28 p.m.,6:23 p.m.,6:38 p.m.
682,panynj,UA-938-DEN-ORD,4:16 p.m.,4:15 p.m.,7:35 p.m.,7:36 p.m.
683,,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
684,phnynj,CO-16-LAX-EWR,10:25 a.m.,10:20 a.m.,6:44 p.m.,6:34 p.m.
685,,UA-2515-DFW-CLT,7:05 a.m.,7:05 a.m.,10:31 a.m.,10:47 a.m.
686,CO-1586-IAH-MCO,AA-400-DFW-JFK,8:00 a.m.,11:01 a.m.,2:59 p.m.,3:04 p.m.
687,panynj,UA-664-ORD-PHL,,1:31 p.m.,4:31 p.m.,4:23 p.m.
688,pwnynj,basinesstravellogue,,12:41 p.m.,9:15 a.m.,2:50 p.m.
689,,boston,1:29 p.m.,,4:17 p.m.,
690,ponynj,AA-1522-SFO-ORD,,11:55 p.m.,5:50 a.m.,5:50 a.m.
691,panynj,UA-233-LAX-JFK,4:25 p.m.,4:25 p.m.,6:00 a.m.,12:29 a.m.
692,CO-1614-LAX-IAH,AA-3823-LAX-DEN,9:00 p.m.,9:00 p.m.,12:15 a.m.,12:15 a.m.
693,panynj,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,11:50 p.m.,11:50 p.m.
694,,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
695,AA-271-MIA-LAX,AA-431-MIA-SFO,7:23 a.m.,8:51 a.m.,11:50 a.m.,11:44 a.m.
696,panynj,UA-3373-IAD-PHL,8:29 a.m.,8:26 a.m.,9:24 a.m.,9:13 a.m.
697,,AA-649-ORD-SNA,1:30 p.m.,1:30 p.m.,8:05 a.m.,3:50 p.m.
698,AA-3842-MSP-ORD,CO-1250-MIA-IAH,8:22 p.m.,3:01 p.m.,4:48 p.m.,4:59 p.m.
699,UA-2830-MCO-CLT,UA-6273-YYC-SFO,7:35 a.m.,7:27 a.m.,9:43 a.m.,8:45 a.m.
700,,UA-828-SFO-ORD,,11:08 p.m.,5:11 a.m.,5:11 a.m.
701,panynj,CO-4888-IAH-DAL,5:30 p.m.,,6:40 p.m.,
702,panynj,UA-248-PHX-ORD,,1:32 p.m.,8:27 a.m.,8:02 a.m.
703,panynj,UA-2704-DTW-PHX,6:46 p.m.,11:15 a.m.,11:50 a.m.,2:00 p.m.
704,panynj,AA-3063-SLC-LAX,12:21 a.m.,8:39 p.m.,9:20 p.m.,9:20 p.m.
705,pznynj,UA-2708-EWR-CLT,2:55 p.m.,2:55 p.m.,6:00 a.m.,4:44 p.m.
706,Aw-404-MIA-MCO,UA-62-IAH-EWR,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
707,CO-1090-BOS-IAH,AA-1664-MIA-ATL,,10:18 a.m.,11:45 a.m.,11:56 a.m.
708,AA-3809-PHX-LAX,AA-3804-PHL-ORD,8:05 p.m.,2:44 p.m.,4:05 p.m.,3:43 p.m.
709,panynj,AA-1917-JFK-MCO,,3:27 p.m.,5:55 p.m.,5:43 p.m.
710,UA-3099-PHX-PHL,AA-2268-PHX-ORD,2:59 p.m.,7:22 a.m.,11:35 a.m.,11:06 a.m.
711,panynj,AA-4277-CVG-JFK,12:10 p.m.,12:10 p.m.,2:15 p.m.,1:43 p.m.
712,AA-1886-BOS-MIA,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
713,gofox,UA-37-EDI-EWR,9:05 a.m.,8:52 a.m.,11:53 a.m.,12:09 p.m.
714,,AA-789-ORD-DEN,,1:19 p.m.,10:40 a.m.,3:13 p.m.
715,panynj,AA-415-BOS-ORD,8:35 a.m.,8:56 a.m.,10:40 a.m.,10:16 a.m.
716,ponynj,AA-85-JFK-SFO,3:05 p.m.,3:36 p.m.,7:10 a.m.,3:33 p.m.
717,pgnynj,AA-3979-CVG-ORD,7:30 a.m.,,8:00 a.m.,
718,panynj,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
719,panynj,AA-3786-IAH-ORD,2:15 p.m.,4:12 p.m.,11:25 a.m.,6:15 p.m.
720,panynj,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
721,,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,11:35 a.m.,11:06 a.m.
722,panynj,CO-50-CLE-EWR,9:45 p.m.,3:31 p.m.,4:49 p.m.,5:26 p.m.
723,Aw-1640-MIA-MCO,UA-3099-PHX-PHL,11:55 a.m.,11:55 a.m.,6:17 p.m.,5:38 p.m.
724,panynj,AA-4198-ORD-CLE,,10:54 a.m.,7:30 a.m.,12:50 p.m.
725,panynj,AA-404-MIA-MCO,,6:57 a.m.,7:45 a.m.,7:40 a.m.
726,,CO-45-EWR-MIA,4:00 p.m.,3:58 p.m.,7:05 p.m.,6:36 p.m.
727,UA-2906-PHL-MCO,AA-3809-PHX-LAX,6:00 a.m.,6:10 a.m.,6:40 a.m.,6:19 a.m.
728,panynj,AA-59-JFK-SFO,7:10 a.m.,7:39 a.m.,10:45 a.m.,11:12 a.m.
729,AA-222-LAX-BOS,AA-222-LAX-BOS,,7:31 a.m.,3:30 p.m.,3:14 p.m.
730,ftightexplorer,AA-3859-IAH-ORD,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:32 a.m.
731,flightexplorer,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
732,,CO-1586-IAH-MCO,7:00 p.m.,7:14 p.m.,10:15 p.m.,10:29 p.m.
733,,UA-397-JFK-SFO,7:35 p.m.,8:29 a.m.,11:55 a.m.,11:58 a.m.
734,flightexplorer,UA-3925-IAD-ORF,8:41 a.m.,8:42 a.m.,9:54 a.m.,9:43 a.m.
735,flightexplorer,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
736,flightexplorer,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,,4:56 p.m.
737,,UA-5487-SFO-MRY,10:39 a.m.,10:33 a.m.,11:19 a.m.,11:21 a.m.
738,flightexplorer,AA-204-LAX-MCO,4:53 p.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
739,,UA-414-LAX-SFO,6:00 a.m.,5:56 a.m.,11:25 p.m.,7:17 a.m.
740,flightexplorer,CA-1614-LAX-IAH,12:30 a.m.,,7:15 p.m.,
741,flightexplorer,AA-3756-ORD-SLC,12:15 p.m.,,,
742,flightexplorer,AA-3468-CVG-MIA,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
743,,AA-484-DFW-MIA,4:15 p.m.,4:29 p.m.,7:55 p.m.,7:39 p.m.
744,fcightexplorer,AA-616-DFW-DTW,6:17 p.m.,10:10 a.m.,12:35 p.m.,1:27 p.m.
745,flightexplorer,AA-446-DFW-PHL,1:40 p.m.,12:12 p.m.,,4:09 p.m.
746,,CO-1023-IAH-DEN,,11:56 a.m.,1:17 p.m.,1:14 p.m.
747,,AA-466-IAH-MIA,,6:08 a.m.,7:30 a.m.,9:05 a.m.
748,fnightexplorer,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
749,flightexplorer,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
750,flightexplorer,AA-3979-CVG-ORD,7:30 a.m.,8:04 a.m.,8:00 a.m.,8:06 a.m.
751,flightexplorer,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,8:41 a.m.,3:30 p.m.
752,fyightexplorer,UA-382-IAD-LAX,12:30 p.m.,,3:19 p.m.,
753,An-415-BOS-ORD,AA-4344-ORD-DTW,9:55 a.m.,,8:20 p.m.,
754,flightexplorer,UA-257-JFK-SFO,2:59 p.m.,,6:15 p.m.,
755,flightexplorer,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
756,,AA-2050-ORD-MIA,,11:05 a.m.,9:15 a.m.,2:46 p.m.
757,flightexplorer,UA-248-PHX-ORD,12:57 p.m.,1:32 p.m.,5:15 p.m.,5:34 p.m.
758,flightexplorer,AA-4330-CVG-ORD,3:35 p.m.,,4:00 p.m.,
759,gofox,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
760,AA-3786-IAH-ORD,AA-4307-ORD-DTW,6:45 p.m.,6:55 p.m.,9:10 p.m.,8:53 p.m.
761,flightexplorer,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.
762,AA-649-ORD-SNA,CO-1193-EWR-MCO,9:15 a.m.,9:14 a.m.,12:00 p.m.,12:09 p.m.
